Id,SalePrice
1461,122719.0256617894
1462,153321.17034162642
1463,181367.28867860656
1464,182913.6789856763
1465,199534.91430529696
1466,184334.5163853431
1467,169634.828416592
1468,177094.68140996253
1469,182303.8795617149
1470,122271.47410571178
1471,198232.470107406
1472,93285.50102254833
1473,94959.60912064332
1474,152072.17416765436
1475,152733.9684369168
1476,372784.02938210586
1477,242743.40438157597
1478,298857.57834172517
1479,255419.37566999267
1480,435732.63404770347
1481,316036.7053111891
1482,206102.66036913765
1483,172561.7729984015
1484,183368.88683590063
1485,176162.74123404353
1486,200110.9254091196
1487,307208.36904135917
1488,225499.11613009637
1489,210849.13622550058
1490,191626.5526742834
1491,196145.64501704686
1492,96075.92367869506
1493,171480.94843357557
1494,292264.3552977921
1495,300638.7774677524
1496,227295.45716789569
1497,198532.17206130168
1498,151703.63611301375
1499,152374.27213181736
1500,146807.01419813288
1501,171120.57872684812
1502,169397.8320350547
1503,286656.96805150085
1504,227942.30619820624
1505,217724.86714018462
1506,179117.23020255787
1507,205912.9884874375
1508,195006.82477597403
1509,164771.65604606376
1510,156591.09429441736
1511,155463.69712450754
1512,169086.26317533338
1513,141176.52280745772
1514,158526.80687850935
1515,173858.65237107172
1516,156035.87390025702
1517,152263.65954302013
1518,132351.02926887182
1519,224400.68836971035
1520,141119.5219875814
1521,148459.96842908158
1522,159500.95717602305
1523,113369.19181818834
1524,124724.09023826654
1525,124126.48001997116
1526,124402.38402055156
1527,102361.4540900757
1528,128948.5147869259
1529,142869.86147037378
1530,168971.33163317354
1531,123215.58278646982
1532,107253.52846927586
1533,140553.62623651174
1534,117760.61948369087
1535,151725.94236187235
1536,116058.77457680015
1537,75770.91034184907
1538,175469.08491287145
1539,224177.90590425345
1540,105331.18462455671
1541,145116.9142429465
1542,146237.24772402833
1543,212252.7290604204
1544,80228.90602891658
1545,98662.65456626557
1546,119251.12363982304
1547,140005.70383474228
1548,129755.51526695152
1549,107120.04271033646
1550,144515.511515571
1551,116846.03448057627
1552,132141.61133670347
1553,140233.55853263772
1554,112528.98383042528
1555,167404.19456913866
1556,96386.2978077753
1557,121536.37876861462
1558,83297.58125650305
1559,99222.39588431417
1560,149920.08583157646
1561,134535.9498869928
1562,128090.32419186248
1563,125035.74622865331
1564,161094.66596997742
1565,157857.12126162634
1566,201043.69093069035
1567,79299.56882038763
1568,222190.72806689487
1569,138523.05338859878
1570,123488.66611853414
1571,127159.59549216632
1572,147981.98360243262
