Id,SalePrice
1461,135279.03427507472
1462,160514.19495947906
1463,176529.9224610504
1464,185310.78488294902
1465,194008.65214823725
1466,182525.44544781113
1467,171292.65933238593
1468,176362.31134929784
1469,186241.39941997713
1470,119850.28885411596
1471,204517.6444945084
1472,89767.61289380703
1473,95085.14996811113
1474,148654.3205808494
1475,121336.36966097809
1476,312361.4129852398
1477,246994.8464241568
1478,288390.28468654404
1479,258451.0642723824
1480,359754.99185092445
1481,304990.3712968671
1482,204443.61526475748
1483,184830.49481489792
1484,167310.76385582276
1485,172502.15119321007
1486,200631.57027588587
1487,313531.2666017547
1488,242684.9547231335
1489,206433.78585195573
1490,200140.4230836437
1491,188681.17070384414
1492,104681.0508072878
1493,173471.71349489846
1494,291636.46326621936
1495,286526.8037255271
1496,219186.20819952604
1497,193429.8047056733
1498,153861.85889222688
1499,152025.93954077858
1500,157653.8693671984
1501,173485.31737387407
1502,150908.64054984157
1503,299397.21187854937
1504,236108.07772986332
1505,218439.28846516978
1506,180882.19354294956
1507,215371.61674411135
1508,192447.73170745725
1509,161499.5657121506
1510,149494.93243751943
1511,147955.9674318267
1512,172488.28509823675
1513,147245.1679740588
1514,159425.3131679485
1515,172373.47205395848
1516,138004.29688741773
1517,154325.06509070168
1518,135751.91683935278
1519,220711.76571402242
1520,138782.30167811902
1521,143269.13731627163
1522,156599.44442832738
1523,112178.66678472591
1524,122187.2067856272
1525,125570.68976276925
1526,125046.28020820668
1527,114068.44149592683
1528,132848.86295562552
1529,143346.61977831158
1530,171307.60982699844
1531,106829.65202336179
1532,99983.81172960778
1533,147341.92422047493
1534,118210.38767532141
1535,151752.98834089225
1536,120037.00691283135
1537,76371.04159199975
1538,148049.84424404067
1539,209995.32021759904
1540,110071.97511389575
1541,148739.15254625387
1542,140054.4560460174
1543,221039.76095740878
1544,83537.91375273265
1545,108791.01732762899
1546,124353.63757162323
1547,129388.47034493469
1548,129520.09883996188
1549,120513.69938217408
1550,136832.55112578382
1551,121087.11229888015
1552,122657.74360661375
1553,132038.20890513
1554,119100.12318233553
1555,169966.41803905758
1556,87460.51341189825
1557,102613.64337621295
1558,90084.28827470764
1559,97786.69343436806
1560,141590.2468175816
1561,144533.78902389418
1562,129615.67720086809
1563,118585.37134754243
1564,162952.48755938694
1565,147939.6605979432
1566,234047.75616272082
1567,74952.26559760082
1568,221600.37241046678
1569,154936.5613428011
1570,139073.98752380867
1571,120960.723420531
1572,147025.5601493434
1573,236208.67559068793
1574,120855.56932939019
1575,210764.87732774875
1576,228072.1727324708
1577,196548.75267067668
1578,145131.4496925397
1579,146252.85711900718
1580,188716.2045724108
1581,140591.6360282078
1582,126235.64528648998
1583,316386.12138499337
1584,230324.48200264663
1585,140780.54138379305
1586,64175.13890525807
1587,100221.56866547522
1588,147028.55641434703
1589,107876.19059312502
1590,134491.41144760928
1591,98974.84432066676
1592,127575.68209950335
1593,119337.44229966319
1594,134280.35861431438
1595,101708.16939357194
1596,241297.14713436953
1597,175581.30057718192
1598,175814.77615247876
1599,150674.38601585053
1600,161282.1531323018
1601,66912.14589579863
1602,119655.222258193
1603,81181.53340521363
1604,283531.06631336774
1605,245446.45175565223
1606,166062.89097918652
1607,168653.28415767153
1608,211173.76882543787
1609,186234.73312887503
1610,155663.44811272254
1611,145955.8613203106
1612,168785.3858510584
1613,162889.76451840132
